"Sepal.Length","Sepal.Width","Petal.Length","Petal.Width","Species"
5,3.10873062551827,1.56931625374626,0.252941363913865,"setosa"
5.7,3.08864124042624,4.19995974913975,1.308131006771,"versicolor"
6.5,2.99867940836941,5.27571132809407,2.00124212672123,"virginica"
6,2.7366436940837,4.8625103058053,1.69555303807304,"versicolor"
5.1,3.47286518376704,1.45324825008325,0.266053717197835,"setosa"
5,3.10873062551827,1.56931625374626,0.252941363913865,"setosa"
5.7,3.08864124042624,4.19995974913975,1.308131006771,"versicolor"
5.2,3.43019984126984,1.61461011200873,0.298081772934668,"setosa"
5.7,3.08864124042624,4.19995974913975,1.308131006771,"versicolor"
6.6,2.95926944444445,4.95509299476074,1.74648787930199,"versicolor"
5.6,2.80829586247086,4.41108267471092,1.36712535014005,"versicolor"
4.8,3.17704337606838,1.54149642829393,0.201346949521068,"setosa"
4.5,2.71657386724386,2.17812344877344,0.380798095238094,"setosa"
5.7,3.08864124042624,4.19995974913975,1.308131006771,"versicolor"
6.3,2.85438304265995,4.95428777611277,1.72534825396825,"virginica"
5,3.10873062551827,1.56931625374626,0.252941363913865,"setosa"
6.3,2.85438304265995,4.95428777611277,1.72534825396825,"virginica"
5.6,2.80829586247086,4.41108267471092,1.36712535014005,"versicolor"
5,3.10873062551827,1.56931625374626,0.252941363913865,"setosa"
5.8,2.87782782689534,4.49803653124653,1.38243031746031,"versicolor"
6.3,2.85438304265995,4.95428777611277,1.72534825396825,"virginica"
6.3,2.85438304265995,4.95428777611277,1.72534825396825,"virginica"
6.4,2.95729205475897,5.1910281623709,1.98359541676452,"virginica"
6.7,3.05079725385725,4.99681863081363,1.77914640720391,"virginica"
5.1,3.47286518376704,1.45324825008325,0.266053717197835,"setosa"
6.3,2.85438304265995,4.95428777611277,1.72534825396825,"virginica"
7.7,3.06158544011544,5.97870518925519,2.07563212148962,"virginica"
6.7,3.05079725385725,4.99681863081363,1.77914640720391,"virginica"
4.6,3.31252243867244,1.66814381063381,0.316076984126984,"setosa"
7.2,3.24178666666667,5.74371727466978,2.03157445165945,"virginica"
5.4,3.55232714119214,1.5801315007215,0.310426789321789,"setosa"
5.5,2.861408994894,3.82440940947941,1.23712880952381,"versicolor"
4.6,3.31252243867244,1.66814381063381,0.316076984126984,"setosa"
4.8,3.17704337606838,1.54149642829393,0.201346949521068,"setosa"
5.5,2.861408994894,3.82440940947941,1.23712880952381,"versicolor"
6.1,2.85126643578644,4.54803666111666,1.40180777777777,"versicolor"
4.6,3.31252243867244,1.66814381063381,0.316076984126984,"setosa"
5.1,3.47286518376704,1.45324825008325,0.266053717197835,"setosa"
4.9,2.94786032745033,1.90866743256743,0.270488650793651,"setosa"
6.7,3.05079725385725,4.99681863081363,1.77914640720391,"virginica"
6.4,2.95729205475897,5.1910281623709,1.98359541676452,"virginica"
7.2,3.24178666666667,5.74371727466978,2.03157445165945,"virginica"
5.9,3.05315732323232,4.76986962814963,1.72463506521256,"versicolor"
6.6,2.95926944444445,4.95509299476074,1.74648787930199,"versicolor"
5.8,2.87782782689534,4.49803653124653,1.38243031746031,"versicolor"
5.6,2.80829586247086,4.41108267471092,1.36712535014005,"versicolor"
5.5,2.861408994894,3.82440940947941,1.23712880952381,"versicolor"
5.8,2.87782782689534,4.49803653124653,1.38243031746031,"versicolor"
5,3.10873062551827,1.56931625374626,0.252941363913865,"setosa"
6.3,2.85438304265995,4.95428777611277,1.72534825396825,"virginica"
5.4,3.55232714119214,1.5801315007215,0.310426789321789,"setosa"
6.3,2.85438304265995,4.95428777611277,1.72534825396825,"virginica"
4.5,2.71657386724386,2.17812344877344,0.380798095238094,"setosa"
5.6,2.80829586247086,4.41108267471092,1.36712535014005,"versicolor"
6.3,2.85438304265995,4.95428777611277,1.72534825396825,"virginica"
5.5,2.861408994894,3.82440940947941,1.23712880952381,"versicolor"
5.1,3.47286518376704,1.45324825008325,0.266053717197835,"setosa"
4.9,2.94786032745033,1.90866743256743,0.270488650793651,"setosa"
6,2.7366436940837,4.8625103058053,1.69555303807304,"versicolor"
5.8,2.87782782689534,4.49803653124653,1.38243031746031,"versicolor"
6.6,2.95926944444445,4.95509299476074,1.74648787930199,"versicolor"
4.4,2.93487886724387,1.57860235320235,0.217498412698414,"setosa"
6.7,3.05079725385725,4.99681863081363,1.77914640720391,"virginica"
6.1,2.85126643578644,4.54803666111666,1.40180777777777,"versicolor"
5.1,3.47286518376704,1.45324825008325,0.266053717197835,"setosa"
6.1,2.85126643578644,4.54803666111666,1.40180777777777,"versicolor"
5.9,3.05315732323232,4.76986962814963,1.72463506521256,"versicolor"
6.3,2.85438304265995,4.95428777611277,1.72534825396825,"virginica"
6.1,2.85126643578644,4.54803666111666,1.40180777777777,"versicolor"
5,3.10873062551827,1.56931625374626,0.252941363913865,"setosa"
4.7,3.19996142857145,1.50218993478744,0.202672187616307,"setosa"
6.4,2.95729205475897,5.1910281623709,1.98359541676452,"virginica"
5.4,3.55232714119214,1.5801315007215,0.310426789321789,"setosa"
4.8,3.17704337606838,1.54149642829393,0.201346949521068,"setosa"
7.7,3.06158544011544,5.97870518925519,2.07563212148962,"virginica"
5.2,3.43019984126984,1.61461011200873,0.298081772934668,"setosa"
5.8,2.87782782689534,4.49803653124653,1.38243031746031,"versicolor"
4.3,2.92270188311688,1.49977378177379,0.190896235235353,"setosa"
6.8,3.00607534632034,5.21998030578305,2.10197564930975,"virginica"
6.4,2.95729205475897,5.1910281623709,1.98359541676452,"virginica"
6.9,3.12614264069264,5.11261993672994,2.0972217030192,"virginica"
5.7,3.08864124042624,4.19995974913975,1.308131006771,"versicolor"
6.6,2.95926944444445,4.95509299476074,1.74648787930199,"versicolor"
5.1,3.47286518376704,1.45324825008325,0.266053717197835,"setosa"
6.7,3.05079725385725,4.99681863081363,1.77914640720391,"virginica"
6.7,3.05079725385725,4.99681863081363,1.77914640720391,"virginica"
5.6,2.80829586247086,4.41108267471092,1.36712535014005,"versicolor"
5.1,3.47286518376704,1.45324825008325,0.266053717197835,"setosa"
7.7,3.06158544011544,5.97870518925519,2.07563212148962,"virginica"
5,3.10873062551827,1.56931625374626,0.252941363913865,"setosa"
4.9,2.94786032745033,1.90866743256743,0.270488650793651,"setosa"
4.7,3.19996142857145,1.50218993478744,0.202672187616307,"setosa"
5,3.10873062551827,1.56931625374626,0.252941363913865,"setosa"
6.1,2.85126643578644,4.54803666111666,1.40180777777777,"versicolor"
6.7,3.05079725385725,4.99681863081363,1.77914640720391,"virginica"
6.9,3.12614264069264,5.11261993672994,2.0972217030192,"virginica"
7.7,3.06158544011544,5.97870518925519,2.07563212148962,"virginica"
6.1,2.85126643578644,4.54803666111666,1.40180777777777,"versicolor"
7,3.16077644300145,5.13577712648462,2.06099974747474,"virginica"
7.4,2.92305571428571,6.00930863802864,1.88417072649573,"virginica"
6.4,2.95729205475897,5.1910281623709,1.98359541676452,"virginica"
6.5,2.99867940836941,5.27571132809407,2.00124212672123,"virginica"
4.9,2.94786032745033,1.90866743256743,0.270488650793651,"setosa"
6.1,2.85126643578644,4.54803666111666,1.40180777777777,"versicolor"
5.9,3.05315732323232,4.76986962814963,1.72463506521256,"versicolor"
5.9,3.05315732323232,4.76986962814963,1.72463506521256,"versicolor"
6.8,3.00607534632034,5.21998030578305,2.10197564930975,"virginica"
5.7,3.08864124042624,4.19995974913975,1.308131006771,"versicolor"
5,3.10873062551827,1.56931625374626,0.252941363913865,"setosa"
4.9,2.94786032745033,1.90866743256743,0.270488650793651,"setosa"
6.9,3.12614264069264,5.11261993672994,2.0972217030192,"virginica"
6.7,3.05079725385725,4.99681863081363,1.77914640720391,"virginica"
5.8,2.87782782689534,4.49803653124653,1.38243031746031,"versicolor"
5,3.10873062551827,1.56931625374626,0.252941363913865,"setosa"
5.6,2.80829586247086,4.41108267471092,1.36712535014005,"versicolor"
4.6,3.31252243867244,1.66814381063381,0.316076984126984,"setosa"
7.3,3.00746142857143,5.98174822966944,1.93940534627945,"virginica"
7.2,3.24178666666667,5.74371727466978,2.03157445165945,"virginica"
6.3,2.85438304265995,4.95428777611277,1.72534825396825,"virginica"
6,2.7366436940837,4.8625103058053,1.69555303807304,"versicolor"
4.6,3.31252243867244,1.66814381063381,0.316076984126984,"setosa"
5.8,2.87782782689534,4.49803653124653,1.38243031746031,"versicolor"
6.4,2.95729205475897,5.1910281623709,1.98359541676452,"virginica"
5.7,3.08864124042624,4.19995974913975,1.308131006771,"versicolor"
6.1,2.85126643578644,4.54803666111666,1.40180777777777,"versicolor"
6.7,3.05079725385725,4.99681863081363,1.77914640720391,"virginica"
5.7,3.08864124042624,4.19995974913975,1.308131006771,"versicolor"
6.7,3.05079725385725,4.99681863081363,1.77914640720391,"virginica"
6,2.7366436940837,4.8625103058053,1.69555303807304,"versicolor"
5.2,3.43019984126984,1.61461011200873,0.298081772934668,"setosa"
6.1,2.85126643578644,4.54803666111666,1.40180777777777,"versicolor"
4.6,3.31252243867244,1.66814381063381,0.316076984126984,"setosa"
5.8,2.87782782689534,4.49803653124653,1.38243031746031,"versicolor"
5.1,3.47286518376704,1.45324825008325,0.266053717197835,"setosa"
4.9,2.94786032745033,1.90866743256743,0.270488650793651,"setosa"
6.7,3.05079725385725,4.99681863081363,1.77914640720391,"virginica"
6,2.7366436940837,4.8625103058053,1.69555303807304,"versicolor"
5,3.10873062551827,1.56931625374626,0.252941363913865,"setosa"
4.6,3.31252243867244,1.66814381063381,0.316076984126984,"setosa"
5.5,2.861408994894,3.82440940947941,1.23712880952381,"versicolor"
6.2,2.82331432400932,4.74784104966929,1.44323320728291,"versicolor"
4.6,3.31252243867244,1.66814381063381,0.316076984126984,"setosa"
7.9,3.52417634920633,5.62506436507937,2.1604780952381,"virginica"
6.8,3.00607534632034,5.21998030578305,2.10197564930975,"virginica"
6.3,2.85438304265995,4.95428777611277,1.72534825396825,"virginica"
5.7,3.08864124042624,4.19995974913975,1.308131006771,"versicolor"
6,2.7366436940837,4.8625103058053,1.69555303807304,"versicolor"
6.4,2.95729205475897,5.1910281623709,1.98359541676452,"virginica"
6,2.7366436940837,4.8625103058053,1.69555303807304,"versicolor"
5.4,3.55232714119214,1.5801315007215,0.310426789321789,"setosa"
